symbol,direction,entry,exit,qty,pnl,reason,open_ts,close_ts,hold_minutes,tp1_hit,sl,tp1,tp2,score,regime,tier
BTCUSDT,LONG,44937.6,44937.6,0.0007,0.0,trailing_stop,2024-01-02 01:00:00+00:00,2024-01-02 01:10:00+00:00,10.0,False,44361.128571,45802.307143,46378.778571,0.0,UNKNOWN,T1
ETHUSDT,LONG,2383.57,2383.57,0.0126,0.0,trailing_stop,2024-01-02 01:00:00+00:00,2024-01-02 01:10:00+00:00,10.0,False,2360.377143,2418.359286,2441.552143,0.0,UNKNOWN,T1
BTCUSDT,LONG,44937.6,45185.9,0.0007,0.17381,trailing_stop,2024-01-02 01:10:00+00:00,2024-01-02 03:00:00+00:00,110.0,False,44361.128571,45802.307143,46378.778571,0.0,UNKNOWN,T1
ETHUSDT,LONG,2366.98,2373.06,0.0127,0.077216,trailing_stop,2024-01-03 01:00:00+00:00,2024-01-03 02:40:00+00:00,100.0,False,2348.981429,2393.977857,2411.976429,0.0,UNKNOWN,T1
BTCUSDT,LONG,45312.7,44987.2,0.0007,-0.22785,SL_hit,2024-01-03 02:45:00+00:00,2024-01-03 07:50:00+00:00,305.0,False,45019.314286,45752.778571,46046.164286,0.0,UNKNOWN,T1
ETHUSDT,LONG,2373.06,2368.22,0.0126,-0.060984,time_stop,2024-01-03 02:40:00+00:00,2024-01-03 08:40:00+00:00,360.0,False,2355.09,2400.015,2417.985,0.0,UNKNOWN,T1
BTCUSDT,SHORT,42672.3,43080.9,0.0007,-0.28602,SL_hit,2024-01-04 01:30:00+00:00,2024-01-04 02:45:00+00:00,75.0,False,42997.628571,42184.307143,41858.978571,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2212.7,2232.31,0.0136,-0.266696,SL_hit,2024-01-04 01:00:00+00:00,2024-01-04 02:55:00+00:00,115.0,False,2230.052857,2186.670714,2169.317857,0.0,UNKNOWN,T1
BTCUSDT,LONG,43930.7,44025.4,0.0007,0.06629,trailing_stop,2024-01-04 16:00:00+00:00,2024-01-04 17:35:00+00:00,95.0,False,43492.314286,44588.278571,45026.664286,0.0,UNKNOWN,T1
BTCUSDT,LONG,44137.5,43173.4,0.0007,-0.67487,SL_hit,2024-01-05 01:00:00+00:00,2024-01-05 01:45:00+00:00,45.0,False,43755.357143,44710.714286,45092.857143,0.0,UNKNOWN,T1
BTCUSDT,LONG,43919.0,43433.9,0.0007,-0.33957,SL_hit,2024-01-05 12:15:00+00:00,2024-01-05 15:50:00+00:00,215.0,False,43457.971429,44610.542857,45071.571429,0.0,UNKNOWN,T1
ETHUSDT,LONG,2259.03,2239.9,0.0133,-0.254429,SL_hit,2024-01-06 01:00:00+00:00,2024-01-06 05:20:00+00:00,260.0,False,2241.108571,2285.912143,2303.833571,0.0,UNKNOWN,T1
BTCUSDT,LONG,44038.4,43669.3,0.0007,-0.25837,SL_hit,2024-01-06 01:00:00+00:00,2024-01-06 05:25:00+00:00,265.0,False,43698.142857,44548.785714,44889.042857,0.0,UNKNOWN,T1
BTCUSDT,LONG,44166.2,43867.4,0.0007,-0.20916,SL_hit,2024-01-07 15:15:00+00:00,2024-01-07 16:50:00+00:00,95.0,False,43890.285714,44580.071429,44855.985714,0.0,UNKNOWN,T1
ETHUSDT,LONG,2232.74,2241.24,0.0134,0.1139,trailing_stop,2024-01-07 15:15:00+00:00,2024-01-07 20:35:00+00:00,320.0,False,2218.945714,2253.431429,2267.225714,0.0,UNKNOWN,T1
BTCUSDT,LONG,45148.1,44504.9,0.0007,-0.45024,SL_hit,2024-01-08 12:00:00+00:00,2024-01-08 12:25:00+00:00,25.0,False,44749.7,45745.7,46144.1,0.0,UNKNOWN,T1
BTCUSDT,LONG,44504.9,44955.1,0.0007,0.31514,trailing_stop,2024-01-08 12:25:00+00:00,2024-01-08 13:15:00+00:00,50.0,False,44000.628571,45261.307143,45765.578571,0.0,UNKNOWN,T1
ETHUSDT,LONG,2264.88,2268.76,0.0132,0.051216,trailing_stop,2024-01-08 12:00:00+00:00,2024-01-08 16:15:00+00:00,255.0,False,2244.58,2295.33,2315.63,0.0,UNKNOWN,T1
BTCUSDT,LONG,46756.3,46786.0,0.0006,0.01782,time_stop,2024-01-09 01:00:00+00:00,2024-01-09 07:00:00+00:00,360.0,False,46289.342857,47456.735714,47923.692857,0.0,UNKNOWN,T1
ETHUSDT,LONG,2315.05,2300.5,0.013,-0.18915,SL_hit,2024-01-09 04:45:00+00:00,2024-01-09 07:05:00+00:00,140.0,False,2300.854286,2336.343571,2350.539286,0.0,UNKNOWN,T1
BTCUSDT,LONG,46725.1,46175.5,0.0006,-0.32976,SL_hit,2024-01-09 12:00:00+00:00,2024-01-09 12:55:00+00:00,55.0,False,46384.385714,47236.171429,47576.885714,0.0,UNKNOWN,T1
ETHUSDT,LONG,2605.44,2615.96,0.0115,0.12098,trailing_stop,2024-01-11 01:00:00+00:00,2024-01-11 04:15:00+00:00,195.0,False,2548.868571,2690.297143,2746.868571,0.0,UNKNOWN,T1
BTCUSDT,LONG,46645.6,45719.1,0.0006,-0.5559,SL_hit,2024-01-11 01:00:00+00:00,2024-01-11 06:10:00+00:00,310.0,False,45719.642857,48034.535714,48960.492857,0.0,UNKNOWN,T1
ETHUSDT,LONG,2612.21,2578.7,0.0115,-0.385365,SL_hit,2024-01-11 04:15:00+00:00,2024-01-11 06:10:00+00:00,115.0,False,2580.127143,2660.334286,2692.417143,0.0,UNKNOWN,T1
BTCUSDT,SHORT,45864.7,45483.4,0.0007,0.26691,trailing_stop,2024-01-12 12:30:00+00:00,2024-01-12 14:45:00+00:00,135.0,False,46288.885714,45228.421429,44804.235714,0.0,UNKNOWN,T1
BTCUSDT,SHORT,45462.9,44958.5,0.0007,0.35308,trailing_stop,2024-01-12 14:45:00+00:00,2024-01-12 15:25:00+00:00,40.0,False,45954.442857,44725.585714,44234.042857,0.0,UNKNOWN,T1
BTCUSDT,SHORT,44958.5,44697.9,0.0007,0.18242,trailing_stop,2024-01-12 15:25:00+00:00,2024-01-12 16:05:00+00:00,40.0,False,45516.228571,44121.907143,43564.178571,0.0,UNKNOWN,T1
BTCUSDT,SHORT,42670.0,43164.3,0.0007,-0.34601,time_stop,2024-01-13 01:00:00+00:00,2024-01-13 07:00:00+00:00,360.0,False,43587.028571,41294.457143,40377.428571,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2507.76,2549.44,0.012,-0.50016,time_stop,2024-01-13 01:00:00+00:00,2024-01-13 07:00:00+00:00,360.0,False,2555.685714,2435.871429,2387.945714,0.0,UNKNOWN,T1
BTCUSDT,SHORT,42556.1,42945.6,0.0007,-0.27265,SL_hit,2024-01-13 12:00:00+00:00,2024-01-13 14:45:00+00:00,165.0,False,42908.928571,42026.857143,41674.028571,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2568.71,2553.49,0.0117,0.178074,trailing_stop,2024-01-14 01:30:00+00:00,2024-01-14 05:25:00+00:00,235.0,False,2586.252857,2542.395714,2524.852857,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2553.49,2545.99,0.0117,0.08775,trailing_stop,2024-01-14 05:25:00+00:00,2024-01-14 11:20:00+00:00,355.0,False,2569.495714,2529.481429,2513.475714,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2546.08,2537.75,0.0118,0.098294,trailing_stop,2024-01-14 12:15:00+00:00,2024-01-14 13:50:00+00:00,95.0,False,2561.382857,2523.125714,2507.822857,0.0,UNKNOWN,T1
BTCUSDT,SHORT,42201.0,42788.1,0.0007,-0.41097,SL_hit,2024-01-15 01:00:00+00:00,2024-01-15 05:10:00+00:00,250.0,False,42740.228571,41392.157143,40852.928571,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2493.04,2513.33,0.012,-0.24348,time_stop,2024-01-15 01:00:00+00:00,2024-01-15 07:00:00+00:00,360.0,False,2523.932857,2446.700714,2415.807857,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2520.94,2539.74,0.0119,-0.22372,SL_hit,2024-01-15 14:30:00+00:00,2024-01-15 18:20:00+00:00,230.0,False,2539.518571,2493.072143,2474.493571,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2520.13,2516.23,0.0119,0.04641,trailing_stop,2024-01-16 01:00:00+00:00,2024-01-16 02:00:00+00:00,60.0,False,2536.814286,2495.103571,2478.419286,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2519.79,2538.0,0.0119,-0.216699,SL_hit,2024-01-16 02:00:00+00:00,2024-01-16 03:55:00+00:00,115.0,False,2536.055714,2495.391429,2479.125714,0.0,UNKNOWN,T1
BTCUSDT,SHORT,42680.6,42743.7,0.0007,-0.04417,time_stop,2024-01-16 01:00:00+00:00,2024-01-16 07:00:00+00:00,360.0,False,43004.871429,42194.192857,41869.921429,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2578.51,2572.48,0.0116,0.069948,trailing_stop,2024-01-17 02:00:00+00:00,2024-01-17 05:35:00+00:00,215.0,False,2595.441429,2553.112857,2536.181429,0.0,UNKNOWN,T1
BTCUSDT,SHORT,42785.2,42730.8,0.0007,0.03808,trailing_stop,2024-01-17 12:45:00+00:00,2024-01-17 14:40:00+00:00,115.0,False,43042.7,42398.95,42141.45,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2552.33,2573.09,0.0118,-0.244968,SL_hit,2024-01-17 12:45:00+00:00,2024-01-17 14:45:00+00:00,120.0,False,2568.048571,2528.752143,2513.033571,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2524.12,2536.91,0.0119,-0.152201,time_stop,2024-01-18 01:00:00+00:00,2024-01-18 07:00:00+00:00,360.0,False,2540.821429,2499.067857,2482.366429,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2517.67,2534.1,0.0119,-0.195517,SL_hit,2024-01-18 12:00:00+00:00,2024-01-18 14:55:00+00:00,175.0,False,2533.442857,2494.010714,2478.237857,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2518.86,2471.59,0.0119,0.45801315,TP2_hit,2024-01-18 16:00:00+00:00,2024-01-18 17:10:00+00:00,70.0,True,2536.555714,2492.316429,2474.620714,0.0,UNKNOWN,T1
BTCUSDT,SHORT,41267.5,41017.7,0.0007,0.2791005,trailing_stop,2024-01-19 01:00:00+00:00,2024-01-19 03:40:00+00:00,160.0,True,41549.228571,40844.907143,40563.178571,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2448.81,2465.68,0.0123,-0.207501,SL_hit,2024-01-19 03:15:00+00:00,2024-01-19 04:30:00+00:00,75.0,False,2463.754286,2426.393571,2411.449286,0.0,UNKNOWN,T1
BTCUSDT,SHORT,41017.7,41340.2,0.0007,-0.22575,SL_hit,2024-01-19 03:40:00+00:00,2024-01-19 06:35:00+00:00,175.0,False,41309.585714,40579.871429,40287.985714,0.0,UNKNOWN,T1
ETHUSDT,SHORT,2456.21,2446.4,0.0122,0.119682,trailing_stop,2024-01-22 01:00:00+00:00,2024-01-22 01:35:00+00:00,35.0,False,2471.407143,2433.414286,2418.217143,0.0,UNKNOWN,T1
