regime,trades,wins,losses,win_rate,net_pnl,avg_pnl,max_dd_pct,final_balance,tp2_hit,sl_hit,trailing_stop,time_stop
UNKNOWN,523,322,187,61.57,13.360862,0.025547,0.8319,1013.360862,14,115,316,78
