regime,trades,wins,losses,win_rate,net_pnl,avg_pnl,max_dd_pct,final_balance,tp2_hit,sl_hit,trailing_stop,time_stop
UNKNOWN,523,335,169,64.05,19.719026,0.037704,0.7842,1019.719026,4,104,363,52
