symbol,direction,entry,exit,qty,pnl,reason,open_ts,close_ts,hold_minutes,tp1_hit,sl,tp1,tp2,score,regime,tier
ATOMUSDT,LONG,12.774,12.755,2.3485,-0.0446215,trailing_stop,2024-03-16 01:30:00+00:00,2024-03-16 04:25:00+00:00,175.0,False,12.530429,13.139357,13.382929,0.0,UNKNOWN,T2
ATOMUSDT,LONG,11.987,12.111,2.5027,0.3103348,trailing_stop,2024-03-17 01:15:00+00:00,2024-03-17 02:30:00+00:00,75.0,False,11.596286,12.573071,12.963786,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0075161,0.0075988,3991.4317,0.3300914,trailing_stop,2024-03-17 02:15:00+00:00,2024-03-17 02:50:00+00:00,35.0,False,0.007079,0.008172,0.008609,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0075746,0.007655,3960.6052,0.31843266,trailing_stop,2024-03-17 02:50:00+00:00,2024-03-17 03:40:00+00:00,50.0,False,0.007196,0.008142,0.008521,0.0,UNKNOWN,T2
TONUSDT,LONG,3.8548,3.8874,7.7825,0.2537095,trailing_stop,2024-03-18 02:00:00+00:00,2024-03-18 02:55:00+00:00,55.0,False,3.751514,4.009729,4.113014,0.0,UNKNOWN,T2
TONUSDT,LONG,3.8874,3.9968,7.7172,0.84426168,trailing_stop,2024-03-18 02:55:00+00:00,2024-03-18 03:30:00+00:00,35.0,False,3.788775,4.035338,4.133962,0.0,UNKNOWN,T2
ATOMUSDT,LONG,12.209,12.283,2.4572,0.1818328,trailing_stop,2024-03-18 02:00:00+00:00,2024-03-18 05:00:00+00:00,180.0,False,11.980429,12.551857,12.780429,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0066344,0.0066344,4521.8859,0.0,trailing_stop,2024-03-19 12:00:00+00:00,2024-03-19 12:10:00+00:00,10.0,False,0.006152,0.007359,0.007841,0.0,UNKNOWN,T2
ATOMUSDT,LONG,11.187,11.234,2.6817,0.1260399,trailing_stop,2024-03-19 12:00:00+00:00,2024-03-19 12:45:00+00:00,45.0,False,10.784679,11.790482,12.192804,0.0,UNKNOWN,T2
TONUSDT,LONG,3.8748,3.894,7.7423,0.14865216,trailing_stop,2024-03-19 12:00:00+00:00,2024-03-19 13:00:00+00:00,60.0,False,3.680746,4.16588,4.359934,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0068282,0.0068813,4393.5444,0.23329721,trailing_stop,2024-03-20 01:00:00+00:00,2024-03-20 02:20:00+00:00,80.0,False,0.006441,0.007408,0.007795,0.0,UNKNOWN,T2
