symbol,trades,wins,losses,win_rate,net_pnl,avg_pnl,max_dd_pct,final_balance,tp2_hit,sl_hit,trailing_stop,time_stop
BTCUSDT,305,187,114,61.31,7.125561,0.023362,0.4457,1007.125562,11,84,164,46
