regime,trades,wins,losses,win_rate,net_pnl,avg_pnl,max_dd_pct,final_balance,tp2_hit,sl_hit,trailing_stop,time_stop
UNKNOWN,527,324,174,61.48,-2.380685,-0.004517,1.5142,997.619315,1,114,364,48
