regime,trades,wins,losses,win_rate,net_pnl,avg_pnl,max_dd_pct,final_balance,tp2_hit,sl_hit,trailing_stop,time_stop
UNKNOWN,444,305,132,68.69,19.047778,0.0429,0.3334,1019.047778,8,90,298,48
