regime,trades,wins,losses,win_rate,net_pnl,avg_pnl,max_dd_pct,final_balance,tp2_hit,sl_hit,trailing_stop,time_stop
UNKNOWN,529,325,173,61.44,21.083897,0.039856,0.9919,1021.083897,5,111,365,48
